"arrival_date","destination_region","destination_city","length_of_stay","has_meal","purpose_trip","sell_price","user_id","partner_geo"
"2019-04-18","Russia","Cherepovets","1","1","business","4627","18466","Russia"
"2019-04-15","Russia","Aksay","4","1","business","8552","15414","CIS"
"2019-04-16","Russia","Khimki","1","0","business","2616","16158","Russia"
"2019-04-29","Western Europe","Vienna","1","1","business","9523","33443","Balkans"
"2019-06-06","Southern Europe","Malia","30","0","leasure","88183","31294","Russia"
"2019-05-03","Arabia","Cairo","3","1","leasure","41944","36063","International"
"2019-05-02","International","Chicago","3","1","leasure","64709","15755","Russia"
"2019-05-30","International","Helsinki","2","1","business","22405","27087","Russia"
"2019-05-15","Russia","Moscow","5","1","business","31309","25940","International"
"2019-04-19","Russia","Kursk","2","1","leasure","6188","16354","Russia"
"2019-04-24","International","Villahermosa","1","1","business","4359","19380","International"
"2019-04-19","Russia","Irkutsk","2","1","leasure","9143","15190","Russia"
"2019-04-29","Western Europe","Amsterdam","14","0","leasure","114767","12439","CIS"
"2019-06-06","Southern Europe","Limenas Hersonissou","30","1","leasure","95007","11520","Russia"
"2019-04-25","Russia","Orel","1","1","business","2641","14806","Russia"
"2019-06-22","International","Prague","7","1","leasure","194896","19119","Russia"
"2019-04-17","International","Istanbul","4","1","business","49360","34054","International"
"2019-04-17","Russia","Solnechnogorsk","1","1","business","2954","7227","Russia"
"2019-06-09","Western Europe","Dresden","3","1","leasure","89432","6368","Russia"
"2019-05-27","Russia","Samara","2","1","business","13935","14393","Russia"
"2019-04-23","CIS","Tashkent","3","0","business","9215","6903","Russia"
"2019-04-16","Russia","Moscow","1","1","business","10961","14806","Russia"
"2019-04-15","Russia","Stupino","2","1","business","8110","7471","Russia"
"2019-05-01","International","Istanbul","4","0","leasure","20227","21625","Arabia"
"2019-04-16","International","San Diego","1","0","business","5315","30935","International"
"2019-05-20","Southern Europe","Turin","5","1","business","25861","35805","Balkans"
"2019-04-15","CIS","Minsk","1","0","business","2115","7516","Russia"
"2019-05-04","Western Europe","Paris","8","0","leasure","24088","6442","Russia"
"2019-04-16","Western Europe","Aurich","1","1","business","10571","32561","Russia"
"2019-04-16","Russia","Saint Petersburg","1","0","business","2648","15206","Russia"
"2019-04-17","Russia","Ufa","2","1","business","7579","7516","Russia"
"2019-04-18","Southern Europe","Limassol","1","1","business","5203","7213","Russia"
"2019-10-12","International","Budapest","8","1","leasure","68466","6490","Russia"
"2019-04-15","International","Ho Chi Minh City","10","1","leasure","37670","32769","Arabia"
"2019-04-21","Russia","Moscow","3","1","business","23607","11351","CIS"
"2019-05-23","CIS","Brest","2","1","business","17440","7727","Russia"
"2019-04-26","International","Foz do Iguacu","2","1","leasure","54706","26168","International"
"2019-05-03","International","Tel Aviv","6","1","leasure","104840","4313","International"
"2019-04-18","Russia","Cheboksary","1","1","business","2399","5892","Russia"
"2019-04-18","Russia","Saint Petersburg","1","1","business","1675","22634","Russia"
"2019-05-16","Russia","Saint Petersburg","2","0","business","17615","21468","Russia"
"2019-04-17","Russia","Novosibirsk","1","1","business","3364","7789","Russia"
"2019-06-02","Western Europe","Nice","6","1","leasure","45666","25614","International"
"2019-06-11","Southern Europe","Lido di Jesolo","5","1","business","86681","6090","Russia"
"2019-04-18","Arabia","Amman","3","1","leasure","22610","18810","International"
"2019-04-17","CIS","Almaty","2","1","business","7461","6268","Russia"
"2019-04-21","Russia","Saint Petersburg","1","1","business","3457","16741","Russia"
"2019-05-19","Western Europe","Kassel","5","1","business","36451","20538","Baltic States"
"2019-04-19","International","Tbilisi","3","1","leasure","34770","7557","Russia"
"2019-04-18","Russia","Novosibirsk","2","1","business","10578","16741","Russia"
"2019-04-24","Russia","Krasnoyarsk","2","1","business","13930","21468","Russia"
"2019-05-12","International","Yongin","14","1","leasure","246259","18458","International"
"2019-05-17","Russia","Yakutsk","3","1","leasure","19214","9954","Russia"
"2019-04-19","International","Istanbul","6","1","leasure","100559","25862","International"
"2019-05-01","Southern Europe","Barcelona","3","0","leasure","33343","18233","International"
"2019-04-24","Russia","Tyumen","2","1","business","15381","7013","Russia"
"2019-04-16","Western Europe","Berlin","3","1","business","24432","13729","Russia"
"2019-10-14","Western Europe","Basel","3","1","business","29708","20538","Baltic States"
"2019-04-20","Arabia","Dubai","4","0","business","33511","21768","Arabia"
"2019-04-15","Russia","Moscow","2","1","business","9402","24659","Russia"
"2019-05-15","Russia","Armavir","2","1","business","5038","14684","Russia"
"2019-04-27","International","Istanbul","3","1","business","15965","18744","Arabia"
"2019-05-02","Western Europe","Amsterdam","5","1","business","127507","33001","International"
"2019-05-21","Southern Europe","Naples","1","0","business","1163","18258","International"
"2019-05-01","Western Europe","Paris","6","0","leasure","33764","18748","Russia"
"2019-04-16","International","Tbilisi","2","1","business","8543","34260","CIS"
"2019-04-16","Russia","Chelyabinsk","1","1","business","2496","14684","Russia"
"2019-04-18","Western Europe","Amsterdam","1","1","business","8703","14684","Russia"
"2019-04-25","Western Europe","Brussels","1","1","business","9094","18359","Baltic States"
"2019-04-24","Russia","Saint Petersburg","1","1","business","5441","10194","Russia"
"2019-04-26","Arabia","Dubai","4","0","leasure","334141","15197","Arabia"
"2019-05-09","Arabia","Mecca","2","0","leasure","11963","21769","Arabia"
"2019-04-16","Russia","Saint Petersburg","1","1","business","6694","21433","Russia"
"2019-04-17","Russia","Novokuznetsk","13","1","leasure","45045","14684","Russia"
"2019-05-31","Russia","Moscow","1","1","business","2935","5782","Russia"
"2019-04-22","CIS","Chisinau","3","1","business","10468","6152","CIS"
"2019-04-22","Russia","Vladivostok","1","1","business","2839","14684","Russia"
"2019-04-17","Russia","Yalta","1","1","business","3468","7672","Russia"
"2019-04-23","Russia","Belgorod","1","1","business","4308","14684","Russia"
"2019-04-16","CIS","Nur-Sultan","2","1","business","5787","16624","Russia"
"2019-04-17","Russia","Rostov-on-Don","2","1","business","5859","14684","Russia"
"2019-05-18","International","Prague","14","1","leasure","81917","17648","Russia"
"2019-04-24","International","Busan","2","1","business","34679","6854","Russia"
"2019-04-23","Western Europe","Lyon","2","1","business","9765","14684","Russia"
"2019-05-07","Western Europe","Derby","3","1","business","21931","14684","Russia"
"2019-05-02","Southern Europe","Kalamata","7","1","leasure","28207","11415","CIS"
"2019-05-19","International","Kyoto","6","1","leasure","28185","18303","International"
"2019-05-12","Western Europe","Uttoxeter","3","0","business","20561","19344","CIS"
"2019-04-21","International","Hong Kong","4","1","business","152316","6854","Russia"
"2019-04-25","International","Istanbul","2","1","business","10363","21768","Arabia"
"2019-05-11","Russia","Saint Petersburg","3","1","business","13410","31721","Russia"
"2019-05-06","Western Europe","Paris","14","0","leasure","161631","35568","Russia"
"2019-04-17","Russia","Kirov","1","1","business","7783","32750","Russia"
"2019-05-09","Western Europe","Brussels","1","1","leasure","9646","6377","Russia"
"2019-04-26","International","Las Canas","3","1","leasure","77529","31464","International"
"2019-04-21","Russia","Ulan-Ude","3","1","business","10098","22888","Russia"
"2019-04-24","Western Europe","Brussels","1","1","business","22099","34608","International"
"2019-04-16","Russia","Rostov-on-Don","1","1","business","7202","12458","Russia"
"2019-04-17","Russia","Samara","1","1","business","5477","22888","Russia"
"2019-04-19","Western Europe","Paris","5","1","business","123558","25369","CIS"
"2019-04-22","International","Nagoya","2","1","business","23265","22905","Russia"
"2019-05-27","Western Europe","Cardiff","3","0","business","45135","22721","Visegrad Group"
"2019-04-16","Russia","Moscow","1","1","business","6082","7516","Russia"
"2019-04-17","Russia","Moscow","3","1","business","17710","6484","Russia"
"2019-06-10","Western Europe","Paris","2","1","business","25008","22905","Russia"
"2019-05-01","International","Istanbul","4","1","leasure","11373","31261","CIS"
"2019-04-15","Russia","Rostov-on-Don","1","1","business","2114","28396","Russia"
"2019-05-20","Russia","Moscow","3","1","business","14774","16449","CIS"
"2019-07-01","Russia","Foros","1","1","business","6050","8040","Russia"
"2019-05-13","International","Puerto Escondido","3","0","business","10085","32990","International"
"2019-04-22","Russia","Odintsovo","2","0","business","5093","28396","Russia"
"2019-04-19","International","Budapest","1","1","business","5140","28148","CIS"
"2019-05-12","Southern Europe","San Pawl il-Bahar","7","1","leasure","21212","19479","Baltic States"
"2019-04-22","Western Europe","Vienna","4","1","business","43715","12619","Russia"
"2019-05-09","International","Brasov","2","0","business","5773","28396","Russia"
"2019-04-30","Russia","Sochi","5","0","leasure","39384","21535","Russia"
"2019-05-24","Russia","Peshki","2","1","leasure","12329","6579","Russia"
"2019-04-15","Russia","Krasnodar","1","0","business","1848","27623","Baltic States"
"2019-04-22","Russia","Severodvinsk ","4","1","business","9771","25500","Russia"
"2019-04-19","Russia","Irkutsk","1","0","business","4321","25044","Russia"
"2019-05-30","Western Europe","Munich","4","0","leasure","17826","12641","Russia"
"2019-04-26","International","New Orleans","2","0","leasure","35840","19184","Arabia"
"2019-04-16","Russia","Velikiy Novgorod","4","1","business","11229","5892","Russia"
"2019-05-13","International","Arlington","1","0","business","13458","19184","Arabia"
"2019-05-01","Southern Europe","Milan","2","0","business","10105","19246","International"
"2019-04-30","International","Seoul","1","0","business","528","6742","Russia"
"2019-05-16","Russia","Moscow","1","1","business","4335","5892","Russia"
"2019-04-21","International","New Delhi","5","1","business","60277","29826","Russia"
"2019-09-01","International","San Francisco","11","0","leasure","192886","19495","International"
"2019-05-08","Western Europe","Liverpool","1","0","business","5379","24763","Western Europe"
"2020-03-13","Western Europe","Saint-Denis","2","0","leasure","12204","24763","Western Europe"
"2019-10-03","Southern Europe","Naples","3","1","leasure","18392","24292","Baltic States"
"2019-05-04","International","Prague","2","1","leasure","10678","24615","International"
"2019-06-07","International","Tekirova","2","1","leasure","37449","12443","Russia"
"2019-04-18","Russia","Moscow","1","1","business","3423","22888","Russia"
"2019-06-05","Western Europe","London","7","1","leasure","58836","21941","CIS"
"2019-05-10","Western Europe","Leipzig","6","1","leasure","39985","26942","CIS"
"2019-04-15","Russia","Moscow","1","1","business","3442","22888","Russia"
"2019-04-16","Russia","Moscow","1","1","business","26965","36102","Russia"
"2019-04-17","Russia","Volgograd","1","1","business","1596","28037","Russia"
"2019-08-21","Southern Europe","Malevizi","9","1","leasure","50873","17044","CIS"
"2019-04-29","Southern Europe","Albufeira","2","1","business","11725","18551","Russia"
"2019-04-15","Russia","Ryazan","2","1","business","6611","22888","Russia"
"2019-04-16","Russia","Ryazan","1","1","business","3306","22888","Russia"
"2019-04-22","Arabia","Algiers","3","1","business","34748","21142","Balkans"
"2019-04-17","International","Beijing","4","1","business","104553","6030","Russia"
"2019-04-17","Russia","Krasnodar","1","1","business","2558","22888","Russia"
"2019-04-22","Russia","Moscow","3","1","business","12815","8188","Russia"
"2019-05-18","International","Las Vegas","5","0","business","179920","29475","Balkans"
"2019-04-24","Russia","Sochi","3","1","business","19957","13604","Russia"
"2019-06-13","Southern Europe","Barcelona","5","1","business","66115","22585","Russia"
"2019-04-24","Russia","Saint Petersburg","1","0","business","715","23293","Russia"
"2019-04-16","Russia","Saint Petersburg","1","1","business","3088","8835","Russia"
"2019-04-22","CIS","Minsk","3","1","business","8302","22888","Russia"
"2019-04-17","Russia","Moscow","2","0","business","39706","21275","Russia"
"2019-04-22","Western Europe","Dusseldorf","1","1","leasure","28822","22905","Russia"
"2019-04-30","International","Guangzhou","4","1","business","22061","22888","Russia"
"2019-04-30","International","Guangzhou","4","1","business","22061","22888","Russia"
"2019-04-17","International","Shenzhen","1","1","business","16017","22905","Russia"
"2019-05-05","Western Europe","Brussels","5","1","business","132113","7749","Russia"
"2019-04-17","Russia","Kazan","1","1","business","4303","22925","Russia"
"2019-04-30","Western Europe","Paris","5","0","business","35631","34218","Russia"
"2019-04-15","Russia","Saint Petersburg","1","1","business","5143","5864","Russia"
"2019-06-07","International","Busan","1","1","business","4282","6180","Russia"
"2019-05-06","Western Europe","Paris","5","1","leasure","87090","6794","Russia"
"2019-04-21","International","New York","2","1","business","52455","33275","Russia"
"2019-04-17","Russia","Krasnodar","1","1","business","3658","10579","Russia"
